Form Type,Company Name,CIK,Date Filed,File Name
10-Q,1 800 FLOWERS COM INC,1084869,11/9/2017,edgar/data/1084869/0001437749-17-018857.txt
10-Q,12 Retech Corp,1627611,11/14/2017,edgar/data/1627611/0001640334-17-002409.txt
10-Q,"1347 Property Insurance Holdings, Inc.",1591890,11/13/2017,edgar/data/1591890/0001387131-17-005432.txt
10-Q,1847 Holdings LLC,1599407,11/14/2017,edgar/data/1599407/0001477932-17-005612.txt
10-Q,1PM Industries,859747,10/17/2017,edgar/data/859747/0001477932-17-005108.txt
10-Q,1ST CONSTITUTION BANCORP,1141807,11/9/2017,edgar/data/1141807/0001141807-17-000056.txt
10-Q,1ST SOURCE CORP,34782,10/19/2017,edgar/data/34782/0000034782-17-000084.txt
10-Q,1st FRANKLIN FINANCIAL CORP,38723,11/14/2017,edgar/data/38723/0001376474-17-000310.txt
10-Q,"2050 MOTORS, INC.",867028,11/17/2017,edgar/data/867028/0001493152-17-013464.txt
10-Q,"22nd Century Group, Inc.",1347858,11/9/2017,edgar/data/1347858/0001144204-17-057726.txt
10-Q,"2U, Inc.",1459417,11/7/2017,edgar/data/1459417/0001104659-17-066642.txt
10-Q,3D SYSTEMS CORP,910638,10/31/2017,edgar/data/910638/0000910638-17-000016.txt
10-Q,3M CO,66740,10/31/2017,edgar/data/66740/0001558370-17-007801.txt
10-Q,"3PEA INTERNATIONAL, INC.",1496443,11/13/2017,edgar/data/1496443/0001683168-17-002938.txt
10-Q,3Power Energy Group Inc.,1221554,11/20/2017,edgar/data/1221554/0001144204-17-060052.txt
10-Q,8X8 INC /DE/,1023731,11/2/2017,edgar/data/1023731/0001136261-17-000248.txt
10-Q,8point3 Energy Partners LP,1635581,10/4/2017,edgar/data/1635581/0001628280-17-009701.txt
10-Q,99 CENTS ONLY STORES LLC,1011290,12/8/2017,edgar/data/1011290/0001104659-17-072525.txt
10-Q,"A-Mark Precious Metals, Inc.",1591588,11/14/2017,edgar/data/1591588/0001591588-17-000082.txt
10-Q,A. H. Belo Corp,1413898,10/31/2017,edgar/data/1413898/0001413898-17-000044.txt
10-Q,"A10 Networks, Inc.",1580808,11/2/2017,edgar/data/1580808/0001580808-17-000064.txt
10-Q,"AAC Holdings, Inc.",1606180,11/6/2017,edgar/data/1606180/0001564590-17-021563.txt
10-Q,AAON INC,824142,11/2/2017,edgar/data/824142/0000824142-17-000146.txt
10-Q,AAR CORP,1750,12/22/2017,edgar/data/1750/0001104659-17-074650.txt
10-Q,AARON'S INC,706688,10/27/2017,edgar/data/706688/0000706688-17-000130.txt
10-Q,AB Private Credit Investors Corp,1634452,11/13/2017,edgar/data/1634452/0001193125-17-341166.txt
10-Q,ABAXIS INC,881890,11/9/2017,edgar/data/881890/0001140361-17-041851.txt
10-Q,ABBOTT LABORATORIES,1800,11/2/2017,edgar/data/1800/0001104659-17-065654.txt
10-Q,"ABCO Energy, Inc.",1300938,11/20/2017,edgar/data/1300938/0001185185-17-002441.txt
10-Q,ABEONA THERAPEUTICS INC.,318306,11/14/2017,edgar/data/318306/0001144204-17-059034.txt
10-Q,ABERCROMBIE & FITCH CO /DE/,1018840,12/4/2017,edgar/data/1018840/0001018840-17-000059.txt
10-Q,ABIOMED INC,815094,11/2/2017,edgar/data/815094/0001564590-17-021239.txt
10-Q,ABRAXAS PETROLEUM CORP,867665,11/9/2017,edgar/data/867665/0000867665-17-000105.txt
10-Q,"ABV CONSULTING, INC.",1607450,11/14/2017,edgar/data/1607450/0001640334-17-002381.txt
10-Q,ACACIA RESEARCH CORP,934549,11/7/2017,edgar/data/934549/0000934549-17-000055.txt
10-Q,ACADIA PHARMACEUTICALS INC,1070494,11/7/2017,edgar/data/1070494/0001564590-17-022271.txt
10-Q,ACADIA REALTY TRUST,899629,11/6/2017,edgar/data/899629/0000899629-17-000083.txt
