Form Type,Company Name,CIK,Date Filed,File Name
10-Q,1 800 FLOWERS COM INC,1084869,11/9/2018,edgar/data/1084869/0001437749-18-020205.txt
10-Q,12 Retech Corp,1627611,11/19/2018,edgar/data/1627611/0001493152-18-016524.txt
10-Q,"1347 Property Insurance Holdings, Inc.",1591890,11/13/2018,edgar/data/1591890/0001493152-18-015749.txt
10-Q,1847 Holdings LLC,1599407,11/19/2018,edgar/data/1599407/0001477932-18-005687.txt
10-Q,"1895 Bancorp of Wisconsin, Inc.",1751692,12/21/2018,edgar/data/1751692/0001193125-18-356311.txt
10-Q,1ST CONSTITUTION BANCORP,1141807,11/7/2018,edgar/data/1141807/0001141807-18-000029.txt
10-Q,1ST SOURCE CORP,34782,10/18/2018,edgar/data/34782/0000034782-18-000097.txt
10-Q,1st FRANKLIN FINANCIAL CORP,38723,11/14/2018,edgar/data/38723/0001140705-18-000357.txt
10-Q,"2050 MOTORS, INC.",867028,10/11/2018,edgar/data/867028/0001493152-18-014377.txt
10-Q,"22nd Century Group, Inc.",1347858,11/7/2018,edgar/data/1347858/0001144204-18-057971.txt
10-Q,"2U, Inc.",1459417,11/5/2018,edgar/data/1459417/0001104659-18-065981.txt
10-Q,3AM TECHNOLOGIES INC,1667615,12/3/2018,edgar/data/1667615/0001078782-18-001387.txt
10-Q,3D SYSTEMS CORP,910638,10/30/2018,edgar/data/910638/0000910638-18-000027.txt
10-Q,3M CO,66740,10/25/2018,edgar/data/66740/0001558370-18-007892.txt
10-Q,"3PEA INTERNATIONAL, INC.",1496443,11/13/2018,edgar/data/1496443/0001683168-18-003354.txt
10-Q,4M Carbon Fiber Corp.,1635965,11/20/2018,edgar/data/1635965/0001635965-18-000042.txt
10-Q,8X8 INC /DE/,1023731,11/8/2018,edgar/data/1023731/0001136261-18-000295.txt
10-Q,"A-Mark Precious Metals, Inc.",1591588,11/13/2018,edgar/data/1591588/0001591588-18-000057.txt
