Form Type,Company Name,CIK,Date Filed,File Name
10-Q,12 Retech Corp,1627611,7/21/2017,edgar/data/1627611/0001640334-17-001452.txt
10-Q,"1347 Property Insurance Holdings, Inc.",1591890,8/10/2017,edgar/data/1591890/0001387131-17-004047.txt
10-Q,1847 Holdings LLC,1599407,8/21/2017,edgar/data/1599407/0001477932-17-004127.txt
10-Q,1PM Industries,859747,7/24/2017,edgar/data/859747/0001477932-17-003486.txt
10-Q,1ST CONSTITUTION BANCORP,1141807,8/10/2017,edgar/data/1141807/0001141807-17-000054.txt
10-Q,1ST SOURCE CORP,34782,7/20/2017,edgar/data/34782/0000034782-17-000072.txt
10-Q,1st FRANKLIN FINANCIAL CORP,38723,8/14/2017,edgar/data/38723/0001376474-17-000240.txt
10-Q,"2050 MOTORS, INC.",867028,8/21/2017,edgar/data/867028/0001493152-17-009653.txt
10-Q,"22nd Century Group, Inc.",1347858,8/9/2017,edgar/data/1347858/0001144204-17-041661.txt
10-Q,"2U, Inc.",1459417,8/7/2017,edgar/data/1459417/0001104659-17-049907.txt
10-Q,3D SYSTEMS CORP,910638,8/2/2017,edgar/data/910638/0000910638-17-000011.txt
10-Q,3M CO,66740,8/1/2017,edgar/data/66740/0001558370-17-005582.txt
10-Q,"3PEA INTERNATIONAL, INC.",1496443,8/10/2017,edgar/data/1496443/0001683168-17-002032.txt
10-Q,3Power Energy Group Inc.,1221554,8/21/2017,edgar/data/1221554/0001144204-17-044265.txt
10-Q,5V Inc.,1504876,8/21/2017,edgar/data/1504876/0001213900-17-009002.txt
10-Q,8X8 INC /DE/,1023731,8/3/2017,edgar/data/1023731/0001136261-17-000162.txt
10-Q,99 CENTS ONLY STORES LLC,1011290,9/8/2017,edgar/data/1011290/0001104659-17-056337.txt
10-Q,A&C United Agriculture Developing Inc.,1539778,8/8/2017,edgar/data/1539778/0001477932-17-003726.txt
10-Q,A. H. Belo Corp,1413898,8/1/2017,edgar/data/1413898/0001413898-17-000035.txt
10-Q,"A10 Networks, Inc.",1580808,8/3/2017,edgar/data/1580808/0001580808-17-000050.txt
10-Q,"AAC Holdings, Inc.",1606180,8/3/2017,edgar/data/1606180/0001564590-17-015439.txt
10-Q,AAON INC,824142,8/3/2017,edgar/data/824142/0000824142-17-000126.txt
