Form Type,Company Name,CIK,Date Filed,File Name
10-Q,ACCURAY INC,1138723,4/29/2016,edgar/data/1138723/0001104659-16-116199.txt
10-Q,ACCURIDE CORP,817979,5/3/2016,edgar/data/817979/0000817979-16-000069.txt
10-Q,ACELRX PHARMACEUTICALS INC,1427925,5/2/2016,edgar/data/1427925/0001437749-16-030547.txt
10-Q,ACETO CORP,2034,5/6/2016,edgar/data/2034/0001571049-16-014929.txt
10-Q,ACHILLION PHARMACEUTICALS INC,1070336,5/3/2016,edgar/data/1070336/0001193125-16-574955.txt
10-Q,"ACI WORLDWIDE, INC.",935036,5/5/2016,edgar/data/935036/0001193125-16-579357.txt
10-Q,ACME UNITED CORP,2098,5/13/2016,edgar/data/2098/0001026608-16-000105.txt
10-Q,ACNB CORP,715579,4/29/2016,edgar/data/715579/0001104659-16-115647.txt
10-Q,ACORDA THERAPEUTICS INC,1008848,5/6/2016,edgar/data/1008848/0001008848-16-000096.txt
10-Q,"ACORN ENERGY, INC.",880984,5/16/2016,edgar/data/880984/0001493152-16-009891.txt
10-Q,ACQUIRED SALES CORP,1391135,5/13/2016,edgar/data/1391135/0001445866-16-002064.txt
10-Q,ACRE REALTY INVESTORS INC,1011109,5/11/2016,edgar/data/1011109/0001552781-16-001632.txt
10-Q,ACTIVE POWER INC,1044435,4/26/2016,edgar/data/1044435/0001044435-16-000087.txt
10-Q,"ACTIVECARE, INC.",1429896,5/23/2016,edgar/data/1429896/0001096906-16-001649.txt
10-Q,ACTUANT CORP,6955,4/8/2016,edgar/data/6955/0000006955-16-000071.txt
10-Q,ACUCELA INC.,1400482,5/10/2016,edgar/data/1400482/0001400482-16-000156.txt
10-Q,ACUITY BRANDS INC,1144215,4/6/2016,edgar/data/1144215/0001144215-16-000200.txt
10-Q,ACUITY BRANDS INC,1144215,6/29/2016,edgar/data/1144215/0001144215-16-000242.txt
10-Q,"ACURA PHARMACEUTICALS, INC",786947,5/2/2016,edgar/data/786947/0001144204-16-098297.txt
10-Q,ADAMANT DRI PROCESSING & MINERALS GROUP,1171008,5/18/2016,edgar/data/1171008/0001193805-16-003266.txt
10-Q,"ADAMS RESOURCES & ENERGY, INC.",2178,5/9/2016,edgar/data/2178/0000002178-16-000080.txt
10-Q,"ADCARE HEALTH SYSTEMS, INC",1004724,5/16/2016,edgar/data/1004724/0001004724-16-000187.txt
10-Q,ADDVANTAGE TECHNOLOGIES GROUP INC,874292,5/10/2016,edgar/data/874292/0001445260-16-000076.txt
10-Q,ADESTO TECHNOLOGIES Corp,1395848,5/16/2016,edgar/data/1395848/0001564590-16-019529.txt
10-Q,"ADMA BIOLOGICS, INC.",1368514,5/13/2016,edgar/data/1368514/0001193805-16-003247.txt
10-Q,ADMIRAL FINANCIAL CORP,828530,5/16/2016,edgar/data/828530/0001553350-16-002040.txt
10-Q,ADOBE SYSTEMS INC,796343,6/29/2016,edgar/data/796343/0000796343-16-000352.txt
10-Q,ADT Corp,1546640,6/14/2016,edgar/data/1546640/0001546640-16-000044.txt
10-Q,ADTRAN INC,926282,5/4/2016,edgar/data/926282/0001193125-16-576994.txt
10-Q,"ADURO BIOTECH, INC.",1435049,5/2/2016,edgar/data/1435049/0001564590-16-017299.txt
10-Q,ADVANCE AUTO PARTS INC,1158449,5/31/2016,edgar/data/1158449/0001158449-16-000418.txt
10-Q,ADVANCED CREDIT TECHNOLOGIES INC,1437517,5/20/2016,edgar/data/1437517/0001010549-16-000617.txt
10-Q,"ADVANCED DRAINAGE SYSTEMS, INC.",1604028,5/31/2016,edgar/data/1604028/0001193125-16-608314.txt
10-Q,"ADVANCED DRAINAGE SYSTEMS, INC.",1604028,5/31/2016,edgar/data/1604028/0001193125-16-608336.txt
10-Q,"ADVANCED DRAINAGE SYSTEMS, INC.",1604028,5/31/2016,edgar/data/1604028/0001193125-16-608354.txt
10-Q,ADVANCED ENERGY INDUSTRIES INC,927003,5/5/2016,edgar/data/927003/0000927003-16-000115.txt
10-Q,ADVANCED ENVIRONMENTAL RECYCLING TECHNOLOGIES INC,849706,5/13/2016,edgar/data/849706/0001354488-16-007422.txt
10-Q,ADVANCED MEDICAL ISOTOPE Corp,1449349,6/10/2016,edgar/data/1449349/0001493152-16-010714.txt
10-Q,ADVANCED MICRO DEVICES INC,2488,4/28/2016,edgar/data/2488/0000002488-16-000124.txt
10-Q,ADVANCED OXYGEN TECHNOLOGIES INC,352991,5/9/2016,edgar/data/352991/0000352991-16-000017.txt
10-Q,ADVISORY BOARD CO,1157377,5/6/2016,edgar/data/1157377/0001157377-16-000020.txt
10-Q,AECOM,868857,5/11/2016,edgar/data/868857/0001104659-16-120098.txt
10-Q,AEHR TEST SYSTEMS,1040470,4/13/2016,edgar/data/1040470/0001354488-16-006972.txt
10-Q,AEI INCOME & GROWTH FUND 24 LLC,1130758,5/12/2016,edgar/data/1130758/0000868740-16-000118.txt
10-Q,AEI INCOME & GROWTH FUND 25 LLC,1185198,5/12/2016,edgar/data/1185198/0000868740-16-000119.txt
10-Q,AEI INCOME & GROWTH FUND XXI LTD PARTNERSHIP,931755,5/12/2016,edgar/data/931755/0000868740-16-000116.txt
10-Q,AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP,1023458,5/12/2016,edgar/data/1023458/0000868740-16-000117.txt
10-Q,AEI Income & Growth Fund 26 LLC,1326321,5/12/2016,edgar/data/1326321/0000868740-16-000120.txt
10-Q,AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP,894245,5/12/2016,edgar/data/894245/0000868740-16-000115.txt
10-Q,"AEMETIS, INC",738214,5/12/2016,edgar/data/738214/0001354488-16-007329.txt
10-Q,"AEOLUS PHARMACEUTICALS, INC.",1261734,5/16/2016,edgar/data/1261734/0001102624-16-002788.txt
10-Q,AEP INDUSTRIES INC,785787,6/9/2016,edgar/data/785787/0001193125-16-617608.txt
10-Q,AERIE PHARMACEUTICALS INC,1337553,5/3/2016,edgar/data/1337553/0001628280-16-015353.txt
10-Q,AEROCENTURY CORP,1036848,5/12/2016,edgar/data/1036848/0001036848-16-000099.txt
10-Q,"AEROHIVE NETWORKS, INC",1372414,5/5/2016,edgar/data/1372414/0001372414-16-000048.txt
10-Q,"AEROJET ROCKETDYNE HOLDINGS, INC.",40888,5/10/2016,edgar/data/40888/0000040888-16-000032.txt
10-Q,AES CORP,874761,5/9/2016,edgar/data/874761/0000874761-16-000097.txt
10-Q,AETNA INC /PA/,1122304,4/28/2016,edgar/data/1122304/0001122304-16-000225.txt
10-Q,AF OCEAN INVESTMENT MANAGEMENT Co,1501489,5/17/2016,edgar/data/1501489/0001640334-16-001108.txt
10-Q,"AFFILIATED MANAGERS GROUP, INC.",1004434,5/10/2016,edgar/data/1004434/0001004434-16-000041.txt
10-Q,"AFH ACQUISITION V, INC.",1420033,6/15/2016,edgar/data/1420033/0001607062-16-000875.txt
10-Q,"AFH ACQUISITION VI, INC.",1420034,6/15/2016,edgar/data/1420034/0001607062-16-000880.txt
10-Q,"AFH ACQUISITION VII, INC.",1420035,6/15/2016,edgar/data/1420035/0001607062-16-000876.txt
10-Q,"AFH ACQUISITION XI, INC.",1419553,6/15/2016,edgar/data/1419553/0001607062-16-000878.txt
10-Q,"AFH ACQUISITION XII, INC.",1419552,6/15/2016,edgar/data/1419552/0001607062-16-000879.txt
10-Q,"AFH Acquisition IX, Inc.",1419556,6/15/2016,edgar/data/1419556/0001607062-16-000874.txt
10-Q,"AFH Acquisition VIII, Inc.",1419560,6/15/2016,edgar/data/1419560/0001607062-16-000877.txt
10-Q,AFLAC INC,4977,5/4/2016,edgar/data/4977/0000004977-16-000309.txt
10-Q,"AFTERMASTER, INC.",836809,5/16/2016,edgar/data/836809/0001199835-16-000831.txt
10-Q,"AG Mortgage Investment Trust, Inc.",1514281,5/6/2016,edgar/data/1514281/0001144204-16-099465.txt
10-Q,AG&E HOLDINGS INC.,105608,5/16/2016,edgar/data/105608/0001437749-16-031935.txt
10-Q,AGCO CORP /DE,880266,5/6/2016,edgar/data/880266/0000880266-16-000055.txt
10-Q,AGENUS INC,1098972,5/9/2016,edgar/data/1098972/0001564590-16-018449.txt
10-Q,AGILE THERAPEUTICS INC,1261249,5/9/2016,edgar/data/1261249/0001104659-16-119225.txt
10-Q,AGILENT TECHNOLOGIES INC,1090872,6/7/2016,edgar/data/1090872/0001090872-16-000070.txt
10-Q,AGIOS PHARMACEUTICALS INC,1439222,5/9/2016,edgar/data/1439222/0001193125-16-582822.txt
10-Q,AGL RESOURCES INC,1004155,5/4/2016,edgar/data/1004155/0001004155-16-000116.txt
10-Q,AGREE REALTY CORP,917251,4/27/2016,edgar/data/917251/0001144204-16-096594.txt
10-Q,"AGRITEK HOLDINGS, INC.",1040850,5/23/2016,edgar/data/1040850/0001554795-16-000705.txt
10-Q,AGRO CAPITAL MANAGEMENT CORP.,1598323,5/23/2016,edgar/data/1598323/0001640334-16-001145.txt
10-Q,AIMCO PROPERTIES L.P.,926660,4/29/2016,edgar/data/926660/0000922864-16-000089.txt
10-Q,AIR INDUSTRIES GROUP,1009891,5/16/2016,edgar/data/1009891/0001193805-16-003255.txt
10-Q,AIR LEASE CORP,1487712,5/5/2016,edgar/data/1487712/0001558370-16-005418.txt
10-Q,AIR METHODS CORP,816159,5/6/2016,edgar/data/816159/0001571049-16-014916.txt
10-Q,AIR PRODUCTS & CHEMICALS INC /DE/,2969,4/28/2016,edgar/data/2969/0001193125-16-562956.txt
10-Q,AIRBORNE WIRELESS NETWORK,1537258,6/30/2016,edgar/data/1537258/0001640334-16-001281.txt
10-Q,AIRWARE LABS CORP.,1500123,5/16/2016,edgar/data/1500123/0001554795-16-000688.txt
10-Q,"AJS Bancorp, Inc.",1576336,5/13/2016,edgar/data/1576336/0001104659-16-120688.txt
10-Q,AK STEEL HOLDING CORP,918160,4/28/2016,edgar/data/918160/0000918160-16-000093.txt
10-Q,AKAMAI TECHNOLOGIES INC,1086222,5/9/2016,edgar/data/1086222/0001086222-16-000291.txt
10-Q,AKORN INC,3116,5/16/2016,edgar/data/3116/0001104659-16-121401.txt
10-Q,AKORN INC,3116,6/2/2016,edgar/data/3116/0001104659-16-124954.txt
10-Q,AKORN INC,3116,6/2/2016,edgar/data/3116/0001104659-16-124955.txt
10-Q,AKORN INC,3116,6/2/2016,edgar/data/3116/0001104659-16-124956.txt
10-Q,ALABAMA GAS CORP,3146,5/4/2016,edgar/data/3146/0001126956-16-000112.txt
10-Q,ALABAMA POWER CO,3153,5/5/2016,edgar/data/3153/0000092122-16-000144.txt
10-Q,ALADDIN INTERNATIONAL INC /MN/,921560,5/10/2016,edgar/data/921560/0001553350-16-001993.txt
10-Q,ALAMO GROUP INC,897077,5/6/2016,edgar/data/897077/0000897077-16-000102.txt
10-Q,ALAMOGORDO FINANCIAL CORP,1100542,5/4/2016,edgar/data/1100542/0001571049-16-014791.txt
10-Q,ALANCO TECHNOLOGIES INC,98618,5/13/2016,edgar/data/98618/0000098618-16-000021.txt
10-Q,"ALASKA AIR GROUP, INC.",766421,5/9/2016,edgar/data/766421/0000766421-16-000077.txt
10-Q,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,1089511,5/9/2016,edgar/data/1089511/0001193125-16-583569.txt
10-Q,ALBANY INTERNATIONAL CORP /DE/,819793,5/3/2016,edgar/data/819793/0000891092-16-014610.txt
10-Q,ALBANY MOLECULAR RESEARCH INC,1065087,5/10/2016,edgar/data/1065087/0001144204-16-100553.txt
10-Q,ALBEMARLE CORP,915913,5/10/2016,edgar/data/915913/0000915913-16-000053.txt
10-Q,"ALCO, INC.",734543,5/16/2016,edgar/data/734543/0001137050-16-000253.txt
10-Q,ALCOA INC.,4281,5/5/2016,edgar/data/4281/0001193125-16-580169.txt
10-Q,ALDER BIOPHARMACEUTICALS INC,1423824,4/28/2016,edgar/data/1423824/0001564590-16-016949.txt
10-Q,ALEXANDERS INC,3499,5/2/2016,edgar/data/3499/0000003499-16-000040.txt
10-Q,ALEXANDRIA REAL ESTATE EQUITIES INC,1035443,5/4/2016,edgar/data/1035443/0001035443-16-000166.txt
10-Q,ALEXION PHARMACEUTICALS INC,899866,4/29/2016,edgar/data/899866/0000899866-16-000290.txt
10-Q,ALICO INC,3545,5/5/2016,edgar/data/3545/0000003545-16-000154.txt
10-Q,ALIGN TECHNOLOGY INC,1097149,5/5/2016,edgar/data/1097149/0001097149-16-000051.txt
10-Q,ALIMERA SCIENCES INC,1267602,5/6/2016,edgar/data/1267602/0001267602-16-000134.txt
10-Q,ALJ REGIONAL HOLDINGS INC,1438731,5/16/2016,edgar/data/1438731/0001193125-16-591980.txt
10-Q,ALL AMERICAN SPORTPARK INC,930245,5/16/2016,edgar/data/930245/0001263279-16-000026.txt
10-Q,ALLEGHANY CORP /DE,775368,5/5/2016,edgar/data/775368/0001193125-16-580114.txt
10-Q,ALLEGHENY TECHNOLOGIES INC,1018963,5/6/2016,edgar/data/1018963/0001018963-16-000054.txt
10-Q,ALLETE INC,66756,5/3/2016,edgar/data/66756/0000066756-16-000192.txt
10-Q,"ALLIANCE BIOENERGY PLUS, INC.",1549145,5/13/2016,edgar/data/1549145/0001206774-16-005949.txt
10-Q,ALLIANCE DATA SYSTEMS CORP,1101215,5/5/2016,edgar/data/1101215/0001101215-16-000344.txt
10-Q,ALLIANCE FIBER OPTIC PRODUCTS INC,1122342,5/2/2016,edgar/data/1122342/0001206774-16-005738.txt
10-Q,"ALLIANCE ONE INTERNATIONAL, INC.",939930,5/25/2016,edgar/data/939930/0000939930-16-000124.txt
10-Q,"ALLIANCE ONE INTERNATIONAL, INC.",939930,5/25/2016,edgar/data/939930/0000939930-16-000125.txt
10-Q,ALLIANCE RESOURCE PARTNERS LP,1086600,5/10/2016,edgar/data/1086600/0001104659-16-119582.txt
10-Q,ALLIANCEBERNSTEIN HOLDING L.P.,825313,4/28/2016,edgar/data/825313/0000825313-16-000059.txt
10-Q,ALLIANCEBERNSTEIN L.P.,1109448,4/28/2016,edgar/data/1109448/0001109448-16-000061.txt
10-Q,ALLIANT ENERGY CORP,352541,5/5/2016,edgar/data/352541/0000352541-16-000116.txt
10-Q,ALLIED HEALTHCARE PRODUCTS INC,874710,5/13/2016,edgar/data/874710/0001144204-16-101889.txt
10-Q,ALLIED MOTION TECHNOLOGIES INC,46129,5/4/2016,edgar/data/46129/0001104659-16-117727.txt
10-Q,ALLIED RESOURCES INC,1211524,5/23/2016,edgar/data/1211524/0001211524-16-000235.txt
10-Q,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",1124804,5/6/2016,edgar/data/1124804/0001564590-16-018311.txt
10-Q,ALLSTATE CORP,899051,5/4/2016,edgar/data/899051/0000899051-16-000048.txt
10-Q,ALLSTATE LIFE INSURANCE CO,352736,5/6/2016,edgar/data/352736/0000352736-16-000025.txt
10-Q,ALMOST FAMILY INC,799231,5/6/2016,edgar/data/799231/0001558370-16-005469.txt
10-Q,"ALNYLAM PHARMACEUTICALS, INC.",1178670,5/4/2016,edgar/data/1178670/0001193125-16-577773.txt
10-Q,ALP LIQUIDATING TRUST,814046,5/11/2016,edgar/data/814046/0000892626-16-000462.txt
10-Q,ALPHA & OMEGA SEMICONDUCTOR Ltd,1387467,5/10/2016,edgar/data/1387467/0001387467-16-000185.txt
10-Q,ALPHA ENERGY INC,855787,5/23/2016,edgar/data/855787/0001078782-16-002882.txt
10-Q,ALPHA NETWORK ALLIANCE VENTURES INC.,1491829,5/23/2016,edgar/data/1491829/0001171520-16-000927.txt
10-Q,ALPHA PRO TECH LTD,884269,5/5/2016,edgar/data/884269/0001437749-16-030893.txt
10-Q,"ALST Casino Holdco, LLC",1527705,5/13/2016,edgar/data/1527705/0001437749-16-031770.txt
10-Q,ALTERNET SYSTEMS INC,1126003,5/16/2016,edgar/data/1126003/0001062993-16-009808.txt
10-Q,ALTEROLA BIOTECH INC.,1442999,5/16/2016,edgar/data/1442999/0001663577-16-000153.txt
10-Q,ALTEX INDUSTRIES INC,775057,5/13/2016,edgar/data/775057/0001096906-16-001594.txt
10-Q,"ALTRIA GROUP, INC.",764180,4/28/2016,edgar/data/764180/0000764180-16-000143.txt
10-Q,AMAG PHARMACEUTICALS INC.,792977,5/5/2016,edgar/data/792977/0001558370-16-005360.txt
10-Q,AMAIZE BEVERAGE Corp,1137005,6/22/2016,edgar/data/1137005/0001493152-16-011015.txt
10-Q,AMANASU ENVIRONMENT CORP,1142801,5/13/2016,edgar/data/1142801/0001354488-16-007371.txt
10-Q,AMANASU TECHNO HOLDINGS CORP,1168663,5/13/2016,edgar/data/1168663/0001354488-16-007369.txt
10-Q,AMARILLO BIOSCIENCES INC,1014763,5/16/2016,edgar/data/1014763/0001014763-16-000033.txt
10-Q,AMARIN CORP PLC\UK,897448,5/5/2016,edgar/data/897448/0001193125-16-578644.txt
10-Q,AMAZON COM INC,1018724,4/29/2016,edgar/data/1018724/0001018724-16-000227.txt
10-Q,AMBAC FINANCIAL GROUP INC,874501,5/11/2016,edgar/data/874501/0000874501-16-000235.txt
10-Q,AMBARELLA INC,1280263,6/8/2016,edgar/data/1280263/0001564590-16-020358.txt
10-Q,AMBASE CORP,20639,5/12/2016,edgar/data/20639/0000020639-16-000054.txt
10-Q,AMBER GROUP INC,1621697,5/5/2016,edgar/data/1621697/0001165527-16-000760.txt
10-Q,"AMBICOM HOLDINGS, INC",1444310,4/4/2016,edgar/data/1444310/0001144204-16-092505.txt
10-Q,"AMC ENTERTAINMENT HOLDINGS, INC.",1411579,5/6/2016,edgar/data/1411579/0001047469-16-012969.txt
10-Q,AMC Networks Inc.,1514991,5/5/2016,edgar/data/1514991/0001514991-16-000051.txt
10-Q,AMCON DISTRIBUTING CO,928465,4/18/2016,edgar/data/928465/0001558370-16-004687.txt
10-Q,AMEDICA Corp,1269026,5/13/2016,edgar/data/1269026/0001493152-16-009773.txt
10-Q,AMEDISYS INC,896262,5/4/2016,edgar/data/896262/0001193125-16-577422.txt
10-Q,AMEREN CORP,1002910,5/10/2016,edgar/data/1002910/0001002910-16-000258.txt
10-Q,"AMERI Holdings, Inc.",890821,5/16/2016,edgar/data/890821/0001079974-16-001197.txt
10-Q,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",1059142,5/2/2016,edgar/data/1059142/0001564590-16-017253.txt
10-Q,AMERICAN AIRLINES INC,4515,4/22/2016,edgar/data/4515/0001193125-16-551225.txt
10-Q,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,1062231,5/6/2016,edgar/data/1062231/0001062231-16-000107.txt
10-Q,AMERICAN BIO MEDICA CORP,896747,5/16/2016,edgar/data/896747/0001144204-16-102251.txt
10-Q,AMERICAN CAMPUS COMMUNITIES INC,1283630,5/6/2016,edgar/data/1283630/0001283630-16-000104.txt
10-Q,"AMERICAN CAPITAL, LTD",817473,5/6/2016,edgar/data/817473/0000817473-16-000090.txt
10-Q,AMERICAN CHURCH MORTGAGE CO,934543,5/13/2016,edgar/data/934543/0000934543-16-000040.txt
10-Q,AMERICAN CRYOSTEM Corp,1468679,5/23/2016,edgar/data/1468679/0001019056-16-001346.txt
10-Q,AMERICAN DG ENERGY INC,1378706,5/13/2016,edgar/data/1378706/0001378706-16-000193.txt
10-Q,AMERICAN EAGLE OUTFITTERS INC,919012,5/25/2016,edgar/data/919012/0001564590-16-019909.txt
10-Q,"AMERICAN EDUCATION CENTER, INC.",1626556,5/13/2016,edgar/data/1626556/0001144204-16-101728.txt
10-Q,AMERICAN ELECTRIC POWER CO INC,4904,4/28/2016,edgar/data/4904/0000004904-16-000071.txt
10-Q,AMERICAN ENERGY GROUP LTD,843212,5/23/2016,edgar/data/843212/0001477932-16-010563.txt
10-Q,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,5/10/2016,edgar/data/1039828/0001039828-16-000188.txt
10-Q,AMERICAN EXPRESS CO,4962,4/27/2016,edgar/data/4962/0001193125-16-558855.txt
10-Q,AMERICAN EXPRESS CREDIT CORP,4969,5/9/2016,edgar/data/4969/0001193125-16-583965.txt
10-Q,AMERICAN FINANCIAL GROUP INC,1042046,5/6/2016,edgar/data/1042046/0001042046-16-000077.txt
10-Q,AMERICAN GENE ENGINEER CORP,1600784,6/17/2016,edgar/data/1600784/0001214659-16-012226.txt
10-Q,AMERICAN INTERNATIONAL GROUP INC,5272,5/2/2016,edgar/data/5272/0000005272-16-000041.txt
10-Q,AMERICAN INTERNATIONAL VENTURES INC /DE/,5656,4/25/2016,edgar/data/5656/0001052918-16-000979.txt
10-Q,AMERICAN NATIONAL BANKSHARES INC.,741516,5/9/2016,edgar/data/741516/0000741516-16-000075.txt
10-Q,AMERICAN NATIONAL INSURANCE CO /TX/,904163,5/6/2016,edgar/data/904163/0001193125-16-581781.txt
10-Q,AMERICAN POWER GROUP Corp,932699,5/23/2016,edgar/data/932699/0000932699-16-000133.txt
10-Q,AMERICAN PUBLIC EDUCATION INC,1201792,5/9/2016,edgar/data/1201792/0001201792-16-000009.txt
10-Q,"AMERICAN REALTY CAPITAL - RETAIL CENTERS OF AMERICA, INC.",1500554,5/13/2016,edgar/data/1500554/0001500554-16-000026.txt
10-Q,AMERICAN REALTY INVESTORS INC,1102238,5/13/2016,edgar/data/1102238/0001387131-16-005498.txt
10-Q,AMERICAN RIVER BANKSHARES,1108236,5/5/2016,edgar/data/1108236/0001019056-16-001295.txt
10-Q,AMERICAN SHARED HOSPITAL SERVICES,744825,5/12/2016,edgar/data/744825/0001144204-16-101006.txt
10-Q,AMERICAN STATES WATER CO,1056903,5/4/2016,edgar/data/1056903/0001056903-16-000027.txt
10-Q,AMERICAN TOWER CORP /MA/,1053507,4/29/2016,edgar/data/1053507/0001053507-16-000032.txt
10-Q,AMERICAN VANGUARD CORP,5981,5/4/2016,edgar/data/5981/0001193125-16-575509.txt
10-Q,AMERICATOWNE Inc.,1606699,5/16/2016,edgar/data/1606699/0001659173-16-000304.txt
10-Q,AMERIGAS PARTNERS LP,932628,5/6/2016,edgar/data/932628/0000932628-16-000034.txt
10-Q,AMERINST INSURANCE GROUP LTD,1065201,5/13/2016,edgar/data/1065201/0001193125-16-590143.txt
10-Q,AMERIPRISE CERTIFICATE CO,52428,5/5/2016,edgar/data/52428/0000820027-16-000213.txt
10-Q,AMERIPRISE FINANCIAL INC,820027,5/5/2016,edgar/data/820027/0000820027-16-000211.txt
10-Q,AMERISAFE INC,1018979,4/29/2016,edgar/data/1018979/0001193125-16-569178.txt
10-Q,AMERISERV FINANCIAL INC /PA/,707605,5/6/2016,edgar/data/707605/0001144204-16-099450.txt
10-Q,AMERISOURCEBERGEN CORP,1140859,5/5/2016,edgar/data/1140859/0001104659-16-118212.txt
10-Q,AMERITYRE CORP,945828,5/10/2016,edgar/data/945828/0001185185-16-004463.txt
10-Q,AMES NATIONAL CORP,1132651,5/6/2016,edgar/data/1132651/0001437749-16-031113.txt
10-Q,AMETEK INC/,1037868,5/4/2016,edgar/data/1037868/0001193125-16-577428.txt
10-Q,AMGEN INC,318154,5/2/2016,edgar/data/318154/0000318154-16-000035.txt
10-Q,"AMI JAMES BRANDS, INC.",1557565,5/20/2016,edgar/data/1557565/0001078782-16-002877.txt
10-Q,AMICUS THERAPEUTICS INC,1178879,5/3/2016,edgar/data/1178879/0001104659-16-117207.txt
10-Q,"AMKOR TECHNOLOGY, INC.",1047127,5/5/2016,edgar/data/1047127/0001047127-16-000056.txt
